,id,name,address,city,state,zip,county,phone,type,ownership,emergency,quality,LAT,LON
26,CNH-HOSPITAL-1505,通辽市合成人民医院,合成路1号,通辽市-1505,中国,028000,内蒙古自治区,10000000000,合成人民医院,Synthetic,Yes,3,44.1163125,121.5275125
27,CNH-HOSPITAL-1506,鄂尔多斯市合成人民医院,合成路1号,鄂尔多斯市-1506,中国,010300,内蒙古自治区,10000000000,合成人民医院,Synthetic,Yes,3,39.62583333333333,109.54296666666667
28,CNH-HOSPITAL-1507,呼伦贝尔市合成人民医院,合成路1号,呼伦贝尔市-1507,中国,021000,内蒙古自治区,10000000000,合成人民医院,Synthetic,Yes,3,49.266974999999995,120.25976666666666
29,CNH-HOSPITAL-1508,巴彦淖尔市合成人民医院,合成路1号,巴彦淖尔市-1508,中国,014400,内蒙古自治区,10000000000,合成人民医院,Synthetic,Yes,3,40.41801666666667,110.22531666666667
30,CNH-HOSPITAL-1509,乌兰察布市合成人民医院,合成路1号,乌兰察布市-1509,中国,011800,内蒙古自治区,10000000000,合成人民医院,Synthetic,Yes,3,40.63187272727272,111.72008181818181
31,CNH-HOSPITAL-1522,兴安盟合成人民医院,合成路1号,兴安盟-1522,中国,137400,内蒙古自治区,10000000000,合成人民医院,Synthetic,Yes,3,45.4754,122.8088
32,CNH-HOSPITAL-1525,锡林郭勒盟合成人民医院,合成路1号,锡林郭勒盟-1525,中国,011100,内蒙古自治区,10000000000,合成人民医院,Synthetic,Yes,3,45.678149999999995,116.92480833333333
33,CNH-HOSPITAL-1529,阿拉善盟合成人民医院,合成路1号,阿拉善盟-1529,中国,735400,内蒙古自治区,10000000000,合成人民医院,Synthetic,Yes,3,38.9604,101.58156666666667
34,CNH-HOSPITAL-2101,沈阳市合成人民医院,合成路1号,沈阳市-2101,中国,110000,辽宁省,10000000000,合成人民医院,Synthetic,Yes,3,41.9266,123.41529999999999
35,CNH-HOSPITAL-2102,大连市合成人民医院,合成路1号,大连市-2102,中国,116000,辽宁省,10000000000,合成人民医院,Synthetic,Yes,3,39.36611428571428,122.13137142857144
36,CNH-HOSPITAL-2103,鞍山市合成人民医院,合成路1号,鞍山市-2103,中国,114000,辽宁省,10000000000,合成人民医院,Synthetic,Yes,3,40.9876,122.868775
37,CNH-HOSPITAL-2104,抚顺市合成人民医院,合成路1号,抚顺市-2104,中国,113000,辽宁省,10000000000,合成人民医院,Synthetic,Yes,3,41.8867,123.9436
38,CNH-HOSPITAL-2105,本溪市合成人民医院,合成路1号,本溪市-2105,中国,117000,辽宁省,10000000000,合成人民医院,Synthetic,Yes,3,41.2886,123.765
39,CNH-HOSPITAL-2106,丹东市合成人民医院,合成路1号,丹东市-2106,中国,118000,辽宁省,10000000000,合成人民医院,Synthetic,Yes,3,40.2543,124.194075
40,CNH-HOSPITAL-2107,锦州市合成人民医院,合成路1号,锦州市-2107,中国,121100,辽宁省,10000000000,合成人民医院,Synthetic,Yes,3,41.000375,121.602575
41,CNH-HOSPITAL-2108,营口市合成人民医院,合成路1号,营口市-2108,中国,115000,辽宁省,10000000000,合成人民医院,Synthetic,Yes,3,40.556266666666666,122.45786666666667
42,CNH-HOSPITAL-2109,阜新市合成人民医院,合成路1号,阜新市-2109,中国,123000,辽宁省,10000000000,合成人民医院,Synthetic,Yes,3,42.0156,121.6589
43,CNH-HOSPITAL-2110,辽阳市合成人民医院,合成路1号,辽阳市-2110,中国,111000,辽宁省,10000000000,合成人民医院,Synthetic,Yes,3,41.353,123.2446
44,CNH-HOSPITAL-2111,盘锦市合成人民医院,合成路1号,盘锦市-2111,中国,124000,辽宁省,10000000000,合成人民医院,Synthetic,Yes,3,41.121,122.0739
45,CNH-HOSPITAL-2112,铁岭市合成人民医院,合成路1号,铁岭市-2112,中国,112000,辽宁省,10000000000,合成人民医院,Synthetic,Yes,3,42.45418333333333,124.04641666666667
46,CNH-HOSPITAL-2113,朝阳市合成人民医院,合成路1号,朝阳市-2113,中国,122000,辽宁省,10000000000,合成人民医院,Synthetic,Yes,3,41.534083333333335,120.21298333333334
47,CNH-HOSPITAL-2114,葫芦岛市合成人民医院,合成路1号,葫芦岛市-2114,中国,125000,辽宁省,10000000000,合成人民医院,Synthetic,Yes,3,40.684525,120.7761
48,CNH-HOSPITAL-2201,长春市合成人民医院,合成路1号,长春市-2201,中国,130000,吉林省,10000000000,合成人民医院,Synthetic,Yes,3,44.26186666666667,126.00764999999998
49,CNH-HOSPITAL-2202,吉林市合成人民医院,合成路1号,吉林市-2202,中国,132000,吉林省,10000000000,合成人民医院,Synthetic,Yes,3,43.7314,126.72483333333332
50,CNH-HOSPITAL-2203,四平市合成人民医院,合成路1号,四平市-2203,中国,130700,吉林省,10000000000,合成人民医院,Synthetic,Yes,3,43.4825,124.70801999999999
51,CNH-HOSPITAL-2204,辽源市合成人民医院,合成路1号,辽源市-2204,中国,136200,吉林省,10000000000,合成人民医院,Synthetic,Yes,3,43.138200000000005,124.68476666666668
52,CNH-HOSPITAL-2205,通化市合成人民医院,合成路1号,通化市-2205,中国,134000,吉林省,10000000000,合成人民医院,Synthetic,Yes,3,41.89078,125.96288
53,CNH-HOSPITAL-2206,白山市合成人民医院,合成路1号,白山市-2206,中国,134300,吉林省,10000000000,合成人民医院,Synthetic,Yes,3,41.79778,126.32235999999999
54,CNH-HOSPITAL-2207,松原市合成人民医院,合成路1号,松原市-2207,中国,131100,吉林省,10000000000,合成人民医院,Synthetic,Yes,3,45.26748,124.66385999999999
55,CNH-HOSPITAL-2208,白城市合成人民医院,合成路1号,白城市-2208,中国,131300,吉林省,10000000000,合成人民医院,Synthetic,Yes,3,45.4803,123.10704
56,CNH-HOSPITAL-2224,延边朝鲜族自治州合成人民医院,合成路1号,延边朝鲜族自治州-2224,中国,133000,吉林省,10000000000,合成人民医院,Synthetic,Yes,3,42.9968125,129.397325
57,CNH-HOSPITAL-2301,哈尔滨市合成人民医院,合成路1号,哈尔滨市-2301,中国,150000,黑龙江省,10000000000,合成人民医院,Synthetic,Yes,3,45.5448,127.2690923076923
58,CNH-HOSPITAL-2302,齐齐哈尔市合成人民医院,合成路1号,齐齐哈尔市-2302,中国,161000,黑龙江省,10000000000,合成人民医院,Synthetic,Yes,3,48.19229,124.75511
59,CNH-HOSPITAL-2304,鹤岗市合成人民医院,合成路1号,鹤岗市-2304,中国,154100,黑龙江省,10000000000,合成人民医院,Synthetic,Yes,3,47.20416666666667,131.22946666666667
60,CNH-HOSPITAL-2305,双鸭山市合成人民医院,合成路1号,双鸭山市-2305,中国,155000,黑龙江省,10000000000,合成人民医院,Synthetic,Yes,3,46.6769,131.1327
61,CNH-HOSPITAL-2306,大庆市合成人民医院,合成路1号,大庆市-2306,中国,151200,黑龙江省,10000000000,合成人民医院,Synthetic,Yes,3,47.04066,125.37468
62,CNH-HOSPITAL-2307,伊春市合成人民医院,合成路1号,伊春市-2307,中国,152500,黑龙江省,10000000000,合成人民医院,Synthetic,Yes,3,47.5349,128.668475
63,CNH-HOSPITAL-2308,佳木斯市合成人民医院,合成路1号,佳木斯市-2308,中国,154000,黑龙江省,10000000000,合成人民医院,Synthetic,Yes,3,47.1525625,131.6714125
64,CNH-HOSPITAL-2309,七台河市合成人民医院,合成路1号,七台河市-2309,中国,154500,黑龙江省,10000000000,合成人民医院,Synthetic,Yes,3,46.20275,130.7638
65,CNH-HOSPITAL-2310,牡丹江市合成人民医院,合成路1号,牡丹江市-2310,中国,157000,黑龙江省,10000000000,合成人民医院,Synthetic,Yes,3,44.439614285714285,129.979
66,CNH-HOSPITAL-2311,黑河市合成人民医院,合成路1号,黑河市-2311,中国,161400,黑龙江省,10000000000,合成人民医院,Synthetic,Yes,3,48.521150000000006,126.20261666666667
67,CNH-HOSPITAL-2312,绥化市合成人民医院,合成路1号,绥化市-2312,中国,151100,黑龙江省,10000000000,合成人民医院,Synthetic,Yes,3,46.6852,126.48270000000001
68,CNH-HOSPITAL-2327,大兴安岭地区合成人民医院,合成路1号,大兴安岭地区-2327,中国,165000,黑龙江省,10000000000,合成人民医院,Synthetic,Yes,3,48.0595,125.30829999999999
69,CNH-HOSPITAL-3201,南京市合成人民医院,合成路1号,南京市-3201,中国,210000,江苏省,10000000000,合成人民医院,Synthetic,Yes,3,32.24386666666666,119.10463333333333
70,CNH-HOSPITAL-3202,无锡市合成人民医院,合成路1号,无锡市-3202,中国,214000,江苏省,10000000000,合成人民医院,Synthetic,Yes,3,31.653579999999998,120.1378
71,CNH-HOSPITAL-3203,徐州市合成人民医院,合成路1号,徐州市-3203,中国,221000,江苏省,10000000000,合成人民医院,Synthetic,Yes,3,34.3,117.86011428571429
72,CNH-HOSPITAL-3204,常州市合成人民医院,合成路1号,常州市-3204,中国,213000,江苏省,10000000000,合成人民医院,Synthetic,Yes,3,31.600875,119.718775
73,CNH-HOSPITAL-3205,苏州市合成人民医院,合成路1号,苏州市-3205,中国,215000,江苏省,10000000000,合成人民医院,Synthetic,Yes,3,31.528114285714285,120.78492857142858
74,CNH-HOSPITAL-3206,南通市合成人民医院,合成路1号,南通市-3206,中国,226000,江苏省,10000000000,合成人民医院,Synthetic,Yes,3,32.132,120.97221428571429
75,CNH-HOSPITAL-3207,连云港市合成人民医院,合成路1号,连云港市-3207,中国,222000,江苏省,10000000000,合成人民医院,Synthetic,Yes,3,34.4325,119.10398
76,CNH-HOSPITAL-3208,淮安市合成人民医院,合成路1号,淮安市-3208,中国,211600,江苏省,10000000000,合成人民医院,Synthetic,Yes,3,33.31782857142857,118.8556
77,CNH-HOSPITAL-3209,盐城市合成人民医院,合成路1号,盐城市-3209,中国,224000,江苏省,10000000000,合成人民医院,Synthetic,Yes,3,33.1049,120.2334
78,CNH-HOSPITAL-3210,扬州市合成人民医院,合成路1号,扬州市-3210,中国,211400,江苏省,10000000000,合成人民医院,Synthetic,Yes,3,32.51926666666667,119.54631666666667
79,CNH-HOSPITAL-3211,镇江市合成人民医院,合成路1号,镇江市-3211,中国,212000,江苏省,10000000000,合成人民医院,Synthetic,Yes,3,32.0994,119.5036
80,CNH-HOSPITAL-3212,泰州市合成人民医院,合成路1号,泰州市-3212,中国,214500,江苏省,10000000000,合成人民医院,Synthetic,Yes,3,32.43296,119.95027999999999
81,CNH-HOSPITAL-3213,宿迁市合成人民医院,合成路1号,宿迁市-3213,中国,223600,江苏省,10000000000,合成人民医院,Synthetic,Yes,3,33.813975,118.567075
82,CNH-HOSPITAL-3301,杭州市合成人民医院,合成路1号,杭州市-3301,中国,310000,浙江省,10000000000,合成人民医院,Synthetic,Yes,3,29.904349999999997,119.8097
83,CNH-HOSPITAL-3302,宁波市合成人民医院,合成路1号,宁波市-3302,中国,315000,浙江省,10000000000,合成人民医院,Synthetic,Yes,3,29.8615,121.3684111111111
84,CNH-HOSPITAL-3303,温州市合成人民医院,合成路1号,温州市-3303,中国,325000,浙江省,10000000000,合成人民医院,Synthetic,Yes,3,27.964977777777776,120.76219999999999
85,CNH-HOSPITAL-3304,嘉兴市合成人民医院,合成路1号,嘉兴市-3304,中国,314000,浙江省,10000000000,合成人民医院,Synthetic,Yes,3,30.655783333333332,120.75208333333333
86,CNH-HOSPITAL-3305,湖州市合成人民医院,合成路1号,湖州市-3305,中国,313000,浙江省,10000000000,合成人民医院,Synthetic,Yes,3,30.8703,120.0933
87,CNH-HOSPITAL-3306,绍兴市合成人民医院,合成路1号,绍兴市-3306,中国,311800,浙江省,10000000000,合成人民医院,Synthetic,Yes,3,29.78304,120.6066
88,CNH-HOSPITAL-3307,金华市合成人民医院,合成路1号,金华市-3307,中国,321000,浙江省,10000000000,合成人民医院,Synthetic,Yes,3,29.179762500000002,119.9336625
89,CNH-HOSPITAL-3308,衢州市合成人民医院,合成路1号,衢州市-3308,中国,324000,浙江省,10000000000,合成人民医院,Synthetic,Yes,3,28.8493,118.74569999999999
90,CNH-HOSPITAL-3309,舟山市合成人民医院,合成路1号,舟山市-3309,中国,202400,浙江省,10000000000,合成人民医院,Synthetic,Yes,3,30.297075,122.0182
91,CNH-HOSPITAL-3310,台州市合成人民医院,合成路1号,台州市-3310,中国,317000,浙江省,10000000000,合成人民医院,Synthetic,Yes,3,28.655316666666668,121.24446666666667
92,CNH-HOSPITAL-3311,丽水市合成人民医院,合成路1号,丽水市-3311,中国,317300,浙江省,10000000000,合成人民医院,Synthetic,Yes,3,28.38482,119.7104
93,CNH-HOSPITAL-3401,合肥市合成人民医院,合成路1号,合肥市-3401,中国,230000,安徽省,10000000000,合成人民医院,Synthetic,Yes,3,31.27005,117.17371666666665
94,CNH-HOSPITAL-3402,芜湖市合成人民医院,合成路1号,芜湖市-3402,中国,241000,安徽省,10000000000,合成人民医院,Synthetic,Yes,3,31.0586,118.64274999999999
95,CNH-HOSPITAL-3403,蚌埠市合成人民医院,合成路1号,蚌埠市-3403,中国,233000,安徽省,10000000000,合成人民医院,Synthetic,Yes,3,32.9408,117.3608
96,CNH-HOSPITAL-3404,淮南市合成人民医院,合成路1号,淮南市-3404,中国,232000,安徽省,10000000000,合成人民医院,Synthetic,Yes,3,32.6264,116.9969
97,CNH-HOSPITAL-3405,马鞍山市合成人民医院,合成路1号,马鞍山市-3405,中国,238100,安徽省,10000000000,合成人民医院,Synthetic,Yes,3,31.6429,118.1884
98,CNH-HOSPITAL-3406,淮北市合成人民医院,合成路1号,淮北市-3406,中国,235000,安徽省,10000000000,合成人民医院,Synthetic,Yes,3,33.9744,116.7917
99,CNH-HOSPITAL-3407,铜陵市合成人民医院,合成路1号,铜陵市-3407,中国,244000,安徽省,10000000000,合成人民医院,Synthetic,Yes,3,30.95,117.7833
100,CNH-HOSPITAL-3408,安庆市合成人民医院,合成路1号,安庆市-3408,中国,231400,安徽省,10000000000,合成人民医院,Synthetic,Yes,3,30.609789999999997,117.11346
101,CNH-HOSPITAL-3410,黄山市合成人民医院,合成路1号,黄山市-3410,中国,242700,安徽省,10000000000,合成人民医院,Synthetic,Yes,3,29.891783333333333,118.40536666666668
102,CNH-HOSPITAL-3411,滁州市合成人民医院,合成路1号,滁州市-3411,中国,233100,安徽省,10000000000,合成人民医院,Synthetic,Yes,3,32.694300000000005,118.11995714285715
103,CNH-HOSPITAL-3412,阜阳市合成人民医院,合成路1号,阜阳市-3412,中国,236000,安徽省,10000000000,合成人民医院,Synthetic,Yes,3,33.0817,115.5889
104,CNH-HOSPITAL-3413,宿州市合成人民医院,合成路1号,宿州市-3413,中国,234000,安徽省,10000000000,合成人民医院,Synthetic,Yes,3,33.65646666666667,116.68483333333332
105,CNH-HOSPITAL-3415,六安市合成人民医院,合成路1号,六安市-3415,中国,231300,安徽省,10000000000,合成人民医院,Synthetic,Yes,3,31.5963,116.60826
106,CNH-HOSPITAL-3416,亳州市合成人民医院,合成路1号,亳州市-3416,中国,233500,安徽省,10000000000,合成人民医院,Synthetic,Yes,3,33.011250000000004,116.47485
107,CNH-HOSPITAL-3417,池州市合成人民医院,合成路1号,池州市-3417,中国,242800,安徽省,10000000000,合成人民医院,Synthetic,Yes,3,30.456925000000002,118.03444999999999
108,CNH-HOSPITAL-3418,宣城市合成人民医院,合成路1号,宣城市-3418,中国,242000,安徽省,10000000000,合成人民医院,Synthetic,Yes,3,30.639085714285716,118.79011428571428
109,CNH-HOSPITAL-3501,福州市合成人民医院,合成路1号,福州市-3501,中国,350000,福建省,10000000000,合成人民医院,Synthetic,Yes,3,25.918888888888887,119.3988
110,CNH-HOSPITAL-3502,厦门市合成人民医院,合成路1号,厦门市-3502,中国,361000,福建省,10000000000,合成人民医院,Synthetic,Yes,3,25.2174,117.8854
111,CNH-HOSPITAL-3503,莆田市合成人民医院,合成路1号,莆田市-3503,中国,351100,福建省,10000000000,合成人民医院,Synthetic,Yes,3,25.4394,119.0103
112,CNH-HOSPITAL-3504,三明市合成人民医院,合成路1号,三明市-3504,中国,353300,福建省,10000000000,合成人民医院,Synthetic,Yes,3,26.487545454545455,117.65382727272727
113,CNH-HOSPITAL-3505,泉州市合成人民医院,合成路1号,泉州市-3505,中国,362000,福建省,10000000000,合成人民医院,Synthetic,Yes,3,24.907114285714286,118.51527142857142
114,CNH-HOSPITAL-3506,漳州市合成人民医院,合成路1号,漳州市-3506,中国,363000,福建省,10000000000,合成人民医院,Synthetic,Yes,3,24.5133,117.6556
115,CNH-HOSPITAL-3507,南平市合成人民医院,合成路1号,南平市-3507,中国,353000,福建省,10000000000,合成人民医院,Synthetic,Yes,3,27.126089999999998,118.05054
116,CNH-HOSPITAL-3508,龙岩市合成人民医院,合成路1号,龙岩市-3508,中国,364000,福建省,10000000000,合成人民医院,Synthetic,Yes,3,25.328842857142856,117.11562857142857
117,CNH-HOSPITAL-3509,宁德市合成人民医院,合成路1号,宁德市-3509,中国,352100,福建省,10000000000,合成人民医院,Synthetic,Yes,3,27.026766666666667,119.79374444444444
118,CNH-HOSPITAL-3601,南昌市合成人民医院,合成路1号,南昌市-3601,中国,330000,江西省,10000000000,合成人民医院,Synthetic,Yes,3,28.288419999999995,115.25324
119,CNH-HOSPITAL-3602,景德镇市合成人民医院,合成路1号,景德镇市-3602,中国,333000,江西省,10000000000,合成人民医院,Synthetic,Yes,3,29.13145,117.1622
120,CNH-HOSPITAL-3603,萍乡市合成人民医院,合成路1号,萍乡市-3603,中国,337000,江西省,10000000000,合成人民医院,Synthetic,Yes,3,27.616699999999998,113.8535
121,CNH-HOSPITAL-3604,九江市合成人民医院,合成路1号,九江市-3604,中国,330300,江西省,10000000000,合成人民医院,Synthetic,Yes,3,29.404249999999998,115.63015833333333
122,CNH-HOSPITAL-3605,新余市合成人民医院,合成路1号,新余市-3605,中国,336500,江西省,10000000000,合成人民医院,Synthetic,Yes,3,27.83765,114.73445000000001
123,CNH-HOSPITAL-3606,鹰潭市合成人民医院,合成路1号,鹰潭市-3606,中国,335000,江西省,10000000000,合成人民医院,Synthetic,Yes,3,28.2333,117.0
124,CNH-HOSPITAL-3607,赣州市合成人民医院,合成路1号,赣州市-3607,中国,341000,江西省,10000000000,合成人民医院,Synthetic,Yes,3,25.86167058823529,115.38331764705882
125,CNH-HOSPITAL-3608,吉安市合成人民医院,合成路1号,吉安市-3608,中国,331300,江西省,10000000000,合成人民医院,Synthetic,Yes,3,27.067384615384615,115.09842307692308
126,CNH-HOSPITAL-3609,宜春市合成人民医院,合成路1号,宜春市-3609,中国,330600,江西省,10000000000,合成人民医院,Synthetic,Yes,3,27.959719999999997,114.80233000000001
127,CNH-HOSPITAL-3610,抚州市合成人民医院,合成路1号,抚州市-3610,中国,331800,江西省,10000000000,合成人民医院,Synthetic,Yes,3,27.997658333333334,116.33192499999998
128,CNH-HOSPITAL-3611,上饶市合成人民医院,合成路1号,上饶市-3611,中国,333100,江西省,10000000000,合成人民医院,Synthetic,Yes,3,28.695916666666665,117.53224166666666
129,CNH-HOSPITAL-3701,济南市合成人民医院,合成路1号,济南市-3701,中国,250000,山东省,10000000000,合成人民医院,Synthetic,Yes,3,36.689662500000004,117.1517125
130,CNH-HOSPITAL-3702,青岛市合成人民医院,合成路1号,青岛市-3702,中国,266000,山东省,10000000000,合成人民医院,Synthetic,Yes,3,36.4764125,120.26386250000002
131,CNH-HOSPITAL-3703,淄博市合成人民医院,合成路1号,淄博市-3703,中国,255000,山东省,10000000000,合成人民医院,Synthetic,Yes,3,37.0066375,118.045825
132,CNH-HOSPITAL-3704,枣庄市合成人民医院,合成路1号,枣庄市-3704,中国,277000,山东省,10000000000,合成人民医院,Synthetic,Yes,3,34.97412,117.37242
133,CNH-HOSPITAL-3705,东营市合成人民医院,合成路1号,东营市-3705,中国,257000,山东省,10000000000,合成人民医院,Synthetic,Yes,3,37.4627,118.4917
134,CNH-HOSPITAL-3706,烟台市合成人民医院,合成路1号,烟台市-3706,中国,261400,山东省,10000000000,合成人民医院,Synthetic,Yes,3,37.159318181818186,120.9357
135,CNH-HOSPITAL-3707,潍坊市合成人民医院,合成路1号,潍坊市-3707,中国,261000,山东省,10000000000,合成人民医院,Synthetic,Yes,3,36.592645454545455,119.18637272727271
136,CNH-HOSPITAL-3708,济宁市合成人民医院,合成路1号,济宁市-3708,中国,272000,山东省,10000000000,合成人民医院,Synthetic,Yes,3,35.391363636363636,116.76156363636363
137,CNH-HOSPITAL-3709,泰安市合成人民医院,合成路1号,泰安市-3709,中国,271000,山东省,10000000000,合成人民医院,Synthetic,Yes,3,36.119620000000005,117.25702
138,CNH-HOSPITAL-3710,威海市合成人民医院,合成路1号,威海市-3710,中国,264200,山东省,10000000000,合成人民医院,Synthetic,Yes,3,37.209875,121.98887500000001
139,CNH-HOSPITAL-3711,日照市合成人民医院,合成路1号,日照市-3711,中国,262300,山东省,10000000000,合成人民医院,Synthetic,Yes,3,36.07266666666666,118.89293333333335
140,CNH-HOSPITAL-3713,临沂市合成人民医院,合成路1号,临沂市-3713,中国,273300,山东省,10000000000,合成人民医院,Synthetic,Yes,3,35.976255555555554,117.83515555555556
141,CNH-HOSPITAL-3714,德州市合成人民医院,合成路1号,德州市-3714,中国,251100,山东省,10000000000,合成人民医院,Synthetic,Yes,3,37.39244166666666,116.76558333333332
142,CNH-HOSPITAL-3715,聊城市合成人民医院,合成路1号,聊城市-3715,中国,252000,山东省,10000000000,合成人民医院,Synthetic,Yes,3,36.6457875,115.8567
143,CNH-HOSPITAL-3716,滨州市合成人民医院,合成路1号,滨州市-3716,中国,251700,山东省,10000000000,合成人民医院,Synthetic,Yes,3,37.17997142857143,117.43392857142858
144,CNH-HOSPITAL-3717,菏泽市合成人民医院,合成路1号,菏泽市-3717,中国,274000,山东省,10000000000,合成人民医院,Synthetic,Yes,3,35.2393,115.4736
145,CNH-HOSPITAL-4101,郑州市合成人民医院,合成路1号,郑州市-4101,中国,450000,河南省,10000000000,合成人民医院,Synthetic,Yes,3,34.631685714285716,113.44945714285714
146,CNH-HOSPITAL-4102,开封市合成人民医院,合成路1号,开封市-4102,中国,452100,河南省,10000000000,合成人民医院,Synthetic,Yes,3,34.6977,113.93883333333333
147,CNH-HOSPITAL-4103,洛阳市合成人民医院,合成路1号,洛阳市-4103,中国,471000,河南省,10000000000,合成人民医院,Synthetic,Yes,3,34.6998,112.62461
148,CNH-HOSPITAL-4104,平顶山市合成人民医院,合成路1号,平顶山市-4104,中国,462500,河南省,10000000000,合成人民医院,Synthetic,Yes,3,33.85672857142857,113.13091428571428
149,CNH-HOSPITAL-4105,安阳市合成人民医院,合成路1号,安阳市-4105,中国,455000,河南省,10000000000,合成人民医院,Synthetic,Yes,3,35.9648,114.25593333333333
150,CNH-HOSPITAL-4106,鹤壁市合成人民医院,合成路1号,鹤壁市-4106,中国,456200,河南省,10000000000,合成人民医院,Synthetic,Yes,3,35.8992,114.1925
151,CNH-HOSPITAL-4107,新乡市合成人民医院,合成路1号,新乡市-4107,中国,453000,河南省,10000000000,合成人民医院,Synthetic,Yes,3,35.295775,114.225925
152,CNH-HOSPITAL-4108,焦作市合成人民医院,合成路1号,焦作市-4108,中国,454100,河南省,10000000000,合成人民医院,Synthetic,Yes,3,35.17558571428572,112.95315714285714
